objectid,parentid,title,description,item information,postcard_type,creator,date,subject,location,publisher,publisher location,source,date is approximate,rights,rightsstatement,original_format,type,format,language,latitude,longitude,identifier,display_template,filename,object_location,image_small,image_thumb
nwpostcards1686,,"Administration Building, Washington State College, Pullman, Washington.","Postcard of the administration building on the Washington State University campus in Pullman, Washington",,photographic postcard,Johnson,1910,universities (institutions); universities (buildings); campuses; trees; buildings; photographic postcards,"Pullman, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.731465,-117.167398,pg_9_76_02,image,pg_9_76_02.jpg,/objects/pg_9_76_02.jpg,/objects/small/pg_9_76_02_sm.jpg,/objects/thumbs/pg_9_76_02_th.jpg
nwpostcards1741,,"Trail, British Columbia.","Postcard of the town of Trail, British Columbia, Canada.",,photographic postcard,,1910,towns; buildings; rivers; bridges; mountains; trees; photographic postcards,"Trail, British Columbia",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,49.097328,-117.710386,pg_9_200_01,image,pg_9_200_01.jpg,/objects/pg_9_200_01.jpg,/objects/small/pg_9_200_01_sm.jpg,/objects/thumbs/pg_9_200_01_th.jpg
nwpostcards1742,,"Smelter, Trail, British Columbia.","Postcard of a smelter in Trail, British Columbia, Canada.",,photographic postcard,,1910,towns; buildings; trees; mountains; smelters (metalworking plants); photographic postcards,"Trail, British Columbia",Heliotype Co. Ltd.,"Ottowa, Canada","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,49.095789,-117.715226,pg_9_201_01,image,pg_9_201_01.jpg,/objects/pg_9_201_01.jpg,/objects/small/pg_9_201_01_sm.jpg,/objects/thumbs/pg_9_201_01_th.jpg
nwpostcards1745,,"Lincoln School, Jerome, Idaho","Postcard of a school building in Jerome, Idaho.",,photographic postcard,,1910,buildings; schools; trees; photographic postcards,"Jerome, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,42.727158,-114.519264,pg_9_93_01a,image,pg_9_93_01a.jpg,/objects/pg_9_93_01a.jpg,/objects/small/pg_9_93_01a_sm.jpg,/objects/thumbs/pg_9_93_01a_th.jpg
nwpostcards1758,,"Elite Cleaning Works, Spokane, Washington (?). Horse and buggy.","Postcard of men posing in front of a shop likely in Lewiston, Idaho.",,photographic postcard,,1910,men; horse-drawn vehicles; buildings; women; photographic postcards,"Lewiston, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.419804,-117.022554,pg_9_324_01a,image,pg_9_324_01a.jpg,/objects/pg_9_324_01a.jpg,/objects/small/pg_9_324_01a_sm.jpg,/objects/thumbs/pg_9_324_01a_th.jpg
nwpostcards1763,,New Winchester grade over the Culdesac Hill,"Postcard of a winding road near Culdesac, Idaho.  | New Winchester grade over the Culdesac Hill on the North and South Highway.",,photographic postcard,G.V. Barker,1913,highways; hills; trees; automobiles; fields (land); photographic postcards,"Culdesac, Idaho",Barker's Studio,"Grangeville, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.348113,-116.666572,pg_9_327_02,image,pg_9_327_02.jpg,/objects/pg_9_327_02.jpg,/objects/small/pg_9_327_02_sm.jpg,/objects/thumbs/pg_9_327_02_th.jpg
nwpostcards1764,,Highest railroad bridge in the world across Lawyers Canyon,"Postcard of the Camas Prairie Railroad Bridge over Lawyer's Canyon near Culdesac, Idaho. | Highest railroad bridge in the world across Lawyers Canyon, N. and S. Highway, Idaho.",,photographic postcard,G.V. Barker,1913,highways; hills; trees; automobiles; trestles; railroads; photographic postcards,"Culdesac, Idaho",Barker's Studio,"Grangeville, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.202576,-116.421101,pg_9_327_03,image,pg_9_327_03.jpg,/objects/pg_9_327_03.jpg,/objects/small/pg_9_327_03_sm.jpg,/objects/thumbs/pg_9_327_03_th.jpg
nwpostcards1766,,Horse-shoe bend of the Big Salmon at the mouth of Slippery Creek,"Postcard of an automobile crossing a bridge over the Salmon River. | The Horse-Shoe bend of the Big Salmon at the mouth of Slippery Creek. North and South Highway, Idaho.",,photographic postcard,G.V. Barker,1913,rivers; automobiles; highways; mountains; trees; photographic postcards,"Riggins, Idaho",Barker's Studio,"Grangeville, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.43231,-116.317713,pg_9_327_05,image,pg_9_327_05.jpg,/objects/pg_9_327_05.jpg,/objects/small/pg_9_327_05_sm.jpg,/objects/thumbs/pg_9_327_05_th.jpg
nwpostcards1767,,Box Canyon of the Salmon,Postcard of a canyon and river on a highway in Idaho. | Box Canyon of the Salmon on North and South Highway.,,photographic postcard,G.V. Barker,1913,highways; rivers; canyons; mountains; photographic postcards,"Whitebird, Idaho",Barker's Studio,"Grangeville, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.612259,-116.278269,pg_9_327_06,image,pg_9_327_06.jpg,/objects/pg_9_327_06.jpg,/objects/small/pg_9_327_06_sm.jpg,/objects/thumbs/pg_9_327_06_th.jpg
nwpostcards1768,,Looking up the Big Salmon towards the Gill Ranch from the upper end of the Box Canyon,Postcard of a river along a highway in Idaho. | Looking up the Big Salmon towards the Gill Ranch from upper end of the Box Canyon.,,photographic postcard,G.V. Barker,1913,highways; rivers; canyons; mountains; trees; photographic postcards,"Riggins, Idaho",Barker's Studio,"Grangeville, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.640568,-116.28042,pg_9_327_07,image,pg_9_327_07.jpg,/objects/pg_9_327_07.jpg,/objects/small/pg_9_327_07_sm.jpg,/objects/thumbs/pg_9_327_07_th.jpg
nwpostcards1769,,Grand Canyon of the Big Salmon river looking North from the Pogue Ranch,"Postcard of a river and canyon near Riggins, Idaho. | Grand Canyon of the Big Salmon River looking South from the Pogue Ranch showing 3 miles of N. and S. Hy. And Riggins in the distance.",,photographic postcard,G.V. Barker,1913,highways; rivers; canyons; mountains; trees; photographic postcards,"Riggins, Idaho",Barker's Studio,"St. Maries, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.490494,-116.31737,pg_9_327_08,image,pg_9_327_08.jpg,/objects/pg_9_327_08.jpg,/objects/small/pg_9_327_08_sm.jpg,/objects/thumbs/pg_9_327_08_th.jpg
nwpostcards1770,,Looking south toward Whitebird from the top of Whitebird Hill,"Postcard of a canyon and mountains near White bird, Idaho. | Looking south toward White bird from the top of White bird Hill showing the Seven Devils at the left 100 miles away. North and South Hy. Idaho.",,photographic postcard,G.V. Barker,1913,mountains; valleys; canyons; hills; highways; clouds,"Whitebird, Idaho",Barker's Studio,"Grangeville, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.823835,-116.248927,pg_9_327_04,image,pg_9_327_04.jpg,/objects/pg_9_327_04.jpg,/objects/small/pg_9_327_04_sm.jpg,/objects/thumbs/pg_9_327_04_th.jpg
nwpostcards1773,,Black Bear Inn on the Little Salmon,"Postcard of a scenic Inn on the Salmon river. | The Black Bear Inn on the Little Salmon 161 miles south of Lewiston, Idaho. N. & S. Hy. Headquarters for the sportsman. Good hunting & Trout fishing.",,photographic postcard,Wesley Andrews,1913,rivers; highways; inns; buildings; trees; mountains; photographic postcards,"New Meadows, Idaho","Wesley Andrews, Inc.","Grangeville, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.094356,-116.307718,pg_9_327_10,image,pg_9_327_10.jpg,/objects/pg_9_327_10.jpg,/objects/small/pg_9_327_10_sm.jpg,/objects/thumbs/pg_9_327_10_th.jpg
nwpostcards1804,,"Main street, Enterprise, Oregon","Postcard of Main street in Enterprise, Oregon.",,photographic postcard,,1910,utility poles; men; buildings; streets; trees; women; photographic postcards,"Enterprise, Oregon",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.425519,-117.280969,pg_9_59_01,image,pg_9_59_01.jpg,/objects/pg_9_59_01.jpg,/objects/small/pg_9_59_01_sm.jpg,/objects/thumbs/pg_9_59_01_th.jpg
nwpostcards1818,,"Birdseye view of Northport, Washington, and the smelter.","Postcard of an ore smelter in Northport, Washington.",,photographic postcard,C.S. Reeves,1910,smelters (metalworking plants); buildings; trees; mountains; rivers; utility poles; towns; railroads; photographic postcards,"Northport, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,48.924092,-117.768248,pg_9_75_01b,image,pg_9_75_01b.jpg,/objects/pg_9_75_01b.jpg,/objects/small/pg_9_75_01b_sm.jpg,/objects/thumbs/pg_9_75_01b_th.jpg
